arm,arm_label,seed,env,task_id,status,success,gt_steps,executed_steps,exec_over_gt,wall_clock_s,total_llm_calls,oracle_calls,repair_calls,executor_calls,judge_calls,prompt_tokens,completion_tokens,total_tokens,llm_latency_s,verify_mode,z3_checks,z3_unsat_events,shadow_unsat_events,repair_mode,repair_attempts,repair_successes,escalations,cdcl_enabled,clauses_learned,outer_iters,oracle_plans,termination_reason,deadlocked,validator_rejections,forbidden_rejections,hard_bans,goal,git_sha,model,temperature,timestamp
folbp-llm-repair,repair: LLM re-prompt,0,env3,17,completed,True,12,12,1.0,29.069,3,1,2,0,0,17109,1150,18259,29.021,z3,3,2,0,llm,2,1,0,True,0,1,1,,,,,,['Put the <cookie>(23) inside the <plastic bag>(24).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:29:06+0530
folbp-naive,naive one-shot,0,env3,17,completed,False,12,1,,10.204,1,1,0,0,0,5692,317,6009,10.188,shadow,1,1,1,none,0,0,0,False,0,2,1,,,,,,['Put the <cookie>(23) inside the <plastic bag>(24).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:29:52+0530
folbp-no-cdcl,- CDCL,0,env3,17,completed,True,12,12,1.0,31.693,3,3,0,0,0,17076,984,18060,31.637,z3,4,3,0,symbolic,3,1,2,False,0,3,3,,,,,,['Put the <cookie>(23) inside the <plastic bag>(24).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:29:41+0530
folbp-prompt-only,- verification,0,env3,17,completed,True,12,12,1.0,10.785,1,1,0,0,0,5692,350,6042,10.769,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <cookie>(23) inside the <plastic bag>(24).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:28:33+0530
pefa,PEFA (baseline),0,env3,17,completed,True,12,12,1.0,169.739,60,24,0,24,12,151830,3384,155214,169.687,,,,,,,,,,,,,,,,,,['Put the <cookie>(23) inside the <plastic bag>(24).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:32:34+0530
folbp,"FOLBP (full, ours)",0,env3,18,completed,True,12,12,1.0,10.665,1,1,0,0,0,5659,344,6003,10.626,z3,2,1,0,symbolic,1,1,0,True,0,1,1,,,,,,['Put the <juice>(23) on the <coffee table>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:30:06+0530
folbp-llm-repair,repair: LLM re-prompt,0,env3,18,completed,True,12,12,1.0,20.601,2,1,1,0,0,11365,812,12177,20.565,z3,2,1,0,llm,1,1,0,True,0,1,1,,,,,,['Put the <juice>(23) on the <coffee table>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:30:41+0530
folbp-naive,naive one-shot,0,env3,18,completed,True,12,12,1.0,11.048,1,1,0,0,0,5659,344,6003,10.998,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <juice>(23) on the <coffee table>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:30:49+0530
folbp-no-cdcl,- CDCL,0,env3,18,completed,True,12,12,1.0,11.11,1,1,0,0,0,5659,344,6003,11.065,z3,2,1,0,symbolic,1,1,0,False,0,1,1,,,,,,['Put the <juice>(23) on the <coffee table>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:30:35+0530
folbp-prompt-only,- verification,0,env3,18,completed,True,12,12,1.0,8.315,1,1,0,0,0,5659,344,6003,8.299,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <juice>(23) on the <coffee table>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:30:17+0530
pefa,PEFA (baseline),0,env3,18,completed,True,12,12,1.0,178.484,60,24,0,24,12,155682,4328,160010,178.438,,,,,,,,,,,,,,,,,,['Put the <juice>(23) on the <coffee table>(5).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:33:43+0530
folbp,"FOLBP (full, ours)",0,env3,19,completed,True,12,12,1.0,12.801,1,1,0,0,0,5673,346,6019,12.77,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,"['The <quadrotor>(21) lands on the <dining table>(2) with the <tray>(23) and <hot dog>(24) in the <basket>(22), where <tray>(23) need to be put into the <basket>(22) first.']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:31:05+0530
folbp-llm-repair,repair: LLM re-prompt,0,env3,19,completed,True,12,12,1.0,14.351,1,1,0,0,0,5673,346,6019,14.316,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,"['The <quadrotor>(21) lands on the <dining table>(2) with the <tray>(23) and <hot dog>(24) in the <basket>(22), where <tray>(23) need to be put into the <basket>(22) first.']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:31:41+0530
folbp-naive,naive one-shot,0,env3,19,completed,True,12,12,1.0,10.887,1,1,0,0,0,5673,346,6019,10.857,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,"['The <quadrotor>(21) lands on the <dining table>(2) with the <tray>(23) and <hot dog>(24) in the <basket>(22), where <tray>(23) need to be put into the <basket>(22) first.']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:32:12+0530
folbp-no-cdcl,- CDCL,0,env3,19,completed,True,12,12,1.0,13.304,1,1,0,0,0,5673,346,6019,13.275,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,"['The <quadrotor>(21) lands on the <dining table>(2) with the <tray>(23) and <hot dog>(24) in the <basket>(22), where <tray>(23) need to be put into the <basket>(22) first.']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:31:58+0530
folbp-prompt-only,- verification,0,env3,19,completed,True,12,12,1.0,13.855,1,1,0,0,0,5673,346,6019,13.84,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,"['The <quadrotor>(21) lands on the <dining table>(2) with the <tray>(23) and <hot dog>(24) in the <basket>(22), where <tray>(23) need to be put into the <basket>(22) first.']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:31:23+0530
pefa,PEFA (baseline),0,env3,19,completed,True,12,12,1.0,177.351,60,24,0,24,12,152850,3661,156511,177.288,,,,,,,,,,,,,,,,,,"['The <quadrotor>(21) lands on the <dining table>(2) with the <tray>(23) and <hot dog>(24) in the <basket>(22), where <tray>(23) need to be put into the <basket>(22) first.']",17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T22:35:12+0530
folbp,"FOLBP (full, ours)",0,env4,0,completed,True,7,8,1.1429,8.29,1,1,0,0,0,3407,226,3633,8.245,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <rag>(22) on the <garage table>(26).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:24:49+0530
folbp-llm-repair,repair: LLM re-prompt,0,env4,0,completed,True,7,8,1.1429,9.121,1,1,0,0,0,3407,226,3633,9.092,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <rag>(22) on the <garage table>(26).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:24:49+0530
folbp-naive,naive one-shot,0,env4,0,completed,True,7,8,1.1429,8.018,1,1,0,0,0,3407,226,3633,7.988,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <rag>(22) on the <garage table>(26).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:25:00+0530
folbp-no-cdcl,- CDCL,0,env4,0,completed,True,7,8,1.1429,8.288,1,1,0,0,0,3407,226,3633,8.245,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <rag>(22) on the <garage table>(26).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:24:49+0530
folbp-prompt-only,- verification,0,env4,0,completed,True,7,8,1.1429,9.09,1,1,0,0,0,3407,226,3633,9.079,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <rag>(22) on the <garage table>(26).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:24:49+0530
pefa,PEFA (baseline),0,env4,0,completed,False,7,15,,320.607,76,32,0,30,14,158723,5941,164664,320.433,,,,,,,,,,,,,,,,,,['Put the <rag>(22) on the <garage table>(26).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:30:13+0530
folbp,"FOLBP (full, ours)",0,env4,1,completed,True,7,7,1.0,9.283,1,1,0,0,0,3407,204,3611,9.259,z3,2,1,0,symbolic,1,1,0,True,0,1,1,,,,,,['Put the <mail>(21) on the <coffee table>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:25:02+0530
folbp-llm-repair,repair: LLM re-prompt,0,env4,1,completed,True,7,7,1.0,18.323,2,1,1,0,0,6681,487,7168,18.256,z3,2,1,0,llm,1,1,0,True,0,1,1,,,,,,['Put the <mail>(21) on the <coffee table>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:25:22+0530
folbp-naive,naive one-shot,0,env4,1,completed,True,7,7,1.0,9.592,1,1,0,0,0,3407,199,3606,9.552,shadow,1,1,1,none,0,0,0,False,0,1,1,,,,,,['Put the <mail>(21) on the <coffee table>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:25:16+0530
folbp-no-cdcl,- CDCL,0,env4,1,completed,True,7,7,1.0,9.523,1,1,0,0,0,3407,199,3606,9.482,z3,2,1,0,symbolic,1,1,0,False,0,1,1,,,,,,['Put the <mail>(21) on the <coffee table>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:25:16+0530
folbp-prompt-only,- verification,0,env4,1,completed,True,7,7,1.0,9.479,1,1,0,0,0,3407,199,3606,9.465,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <mail>(21) on the <coffee table>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:25:02+0530
pefa,PEFA (baseline),0,env4,1,completed,True,7,7,1.0,108.696,35,14,0,14,7,73955,2482,76437,108.543,,,,,,,,,,,,,,,,,,['Put the <mail>(21) on the <coffee table>(10).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:27:08+0530
folbp,"FOLBP (full, ours)",0,env4,2,completed,True,6,6,1.0,15.345,1,1,0,0,0,3829,145,3974,15.319,z3,2,1,0,symbolic,1,1,0,True,0,1,1,,,,,,['Put the <hat>(34) on the <bed>(33).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:25:35+0530
folbp-llm-repair,repair: LLM re-prompt,0,env4,2,timeout,False,,,,900.022,,,,,,,,,,,,,,,,,,,,,,,,,,,,17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:40:36+0530
folbp-naive,naive one-shot,0,env4,2,completed,False,6,6,,18.621,1,1,0,0,0,3829,513,4342,18.591,shadow,1,1,1,none,0,0,0,False,0,2,1,,,,,,['Put the <hat>(34) on the <bed>(33).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:26:44+0530
folbp-no-cdcl,- CDCL,0,env4,2,completed,True,6,6,1.0,32.308,2,2,0,0,0,7658,658,8316,32.271,z3,3,2,0,symbolic,2,1,1,False,0,2,2,,,,,,['Put the <hat>(34) on the <bed>(33).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:26:22+0530
folbp-prompt-only,- verification,0,env4,2,completed,True,6,6,1.0,20.93,2,2,0,0,0,6927,238,7165,20.843,none,0,0,0,none,0,0,0,False,0,2,2,,,,,,['Put the <hat>(34) on the <bed>(33).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:25:46+0530
pefa,PEFA (baseline),0,env4,2,completed,True,6,6,1.0,97.005,30,12,0,12,6,57153,1472,58625,96.954,,,,,,,,,,,,,,,,,,['Put the <hat>(34) on the <bed>(33).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:28:25+0530
folbp,"FOLBP (full, ours)",0,env4,3,completed,True,4,4,1.0,4.335,1,1,0,0,0,3443,119,3562,4.283,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <juice>(34) on the <lawn table>(28).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:27:19+0530
folbp-llm-repair,repair: LLM re-prompt,0,env4,3,completed,True,4,4,1.0,5.25,1,1,0,0,0,3443,119,3562,5.225,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <juice>(34) on the <lawn table>(28).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:27:36+0530
folbp-naive,naive one-shot,0,env4,3,completed,True,4,4,1.0,5.244,1,1,0,0,0,3443,119,3562,5.226,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <juice>(34) on the <lawn table>(28).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:27:52+0530
folbp-no-cdcl,- CDCL,0,env4,3,completed,True,4,4,1.0,4.074,1,1,0,0,0,3443,119,3562,4.051,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <juice>(34) on the <lawn table>(28).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:27:44+0530
folbp-prompt-only,- verification,0,env4,3,completed,True,4,4,1.0,5.124,1,1,0,0,0,3443,119,3562,5.118,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <juice>(34) on the <lawn table>(28).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:27:28+0530
pefa,PEFA (baseline),0,env4,3,completed,True,4,4,1.0,56.573,20,8,0,8,4,38643,1050,39693,56.558,,,,,,,,,,,,,,,,,,['Put the <juice>(34) on the <lawn table>(28).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:28:52+0530
folbp,"FOLBP (full, ours)",0,env4,4,completed,True,4,4,1.0,25.328,1,1,0,0,0,3520,123,3643,25.31,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['Put the <chocolate>(34) and <bottle of water>(19) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:28:54+0530
folbp-llm-repair,repair: LLM re-prompt,0,env4,4,completed,True,4,4,1.0,5.423,1,1,0,0,0,3520,123,3643,5.404,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['Put the <chocolate>(34) and <bottle of water>(19) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:29:02+0530
folbp-naive,naive one-shot,0,env4,4,completed,True,4,4,1.0,5.291,1,1,0,0,0,3520,123,3643,5.276,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <chocolate>(34) and <bottle of water>(19) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:29:11+0530
folbp-no-cdcl,- CDCL,0,env4,4,completed,True,4,4,1.0,5.223,1,1,0,0,0,3520,123,3643,5.062,z3,1,0,0,symbolic,0,0,0,False,0,1,1,,,,,,['Put the <chocolate>(34) and <bottle of water>(19) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:29:09+0530
folbp-prompt-only,- verification,0,env4,4,completed,True,4,4,1.0,5.819,1,1,0,0,0,3520,123,3643,5.813,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['Put the <chocolate>(34) and <bottle of water>(19) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:29:01+0530
pefa,PEFA (baseline),0,env4,4,completed,True,4,4,1.0,62.144,20,8,0,8,4,32753,963,33716,62.13,,,,,,,,,,,,,,,,,,['Put the <chocolate>(34) and <bottle of water>(19) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:30:15+0530
folbp,"FOLBP (full, ours)",0,env4,5,completed,True,4,4,1.0,15.948,3,3,0,0,0,9669,212,9881,15.913,z3,5,2,0,symbolic,2,2,0,True,2,3,3,,,,,,['The <quadrotor>(25) lands on the <lower livingroom floor>(1) with the <coffee cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:29:30+0530
folbp-llm-repair,repair: LLM re-prompt,0,env4,5,completed,True,4,4,1.0,31.463,5,3,2,0,0,15113,508,15621,31.42,z3,5,2,0,llm,2,2,0,True,2,3,3,,,,,,['The <quadrotor>(25) lands on the <lower livingroom floor>(1) with the <coffee cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:30:17+0530
folbp-naive,naive one-shot,0,env4,5,completed,False,4,1,,6.068,1,1,0,0,0,2938,91,3029,6.051,shadow,1,1,1,none,0,0,0,False,0,2,1,,,,,,['The <quadrotor>(25) lands on the <lower livingroom floor>(1) with the <coffee cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:30:24+0530
folbp-no-cdcl,- CDCL,0,env4,5,completed,True,4,4,1.0,11.398,2,2,0,0,0,6434,151,6585,11.377,z3,3,1,0,symbolic,1,1,0,False,0,2,2,,,,,,['The <quadrotor>(25) lands on the <lower livingroom floor>(1) with the <coffee cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:30:29+0530
folbp-prompt-only,- verification,0,env4,5,completed,True,4,4,1.0,10.304,2,2,0,0,0,5872,180,6052,10.295,none,0,0,0,none,0,0,0,False,0,2,2,,,,,,['The <quadrotor>(25) lands on the <lower livingroom floor>(1) with the <coffee cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:29:43+0530
pefa,PEFA (baseline),0,env4,5,completed,True,4,4,1.0,52.05,20,8,0,8,4,30515,744,31259,52.032,,,,,,,,,,,,,,,,,,['The <quadrotor>(25) lands on the <lower livingroom floor>(1) with the <coffee cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:31:12+0530
folbp,"FOLBP (full, ours)",0,env4,6,completed,True,6,7,1.1667,10.888,1,1,0,0,0,3482,170,3652,10.862,z3,2,1,0,symbolic,1,1,0,True,0,1,1,,,,,,['Put the <toy>(34) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:30:38+0530
folbp-llm-repair,repair: LLM re-prompt,0,env4,6,completed,True,6,7,1.1667,16.712,2,1,1,0,0,6793,416,7209,16.645,z3,2,1,0,llm,1,1,0,True,0,1,1,,,,,,['Put the <toy>(34) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:30:58+0530
folbp-naive,naive one-shot,0,env4,6,completed,False,6,0,,11.817,1,1,0,0,0,3482,170,3652,11.797,shadow,1,1,1,none,0,0,0,False,0,2,1,,,,,,['Put the <toy>(34) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:31:24+0530
folbp-no-cdcl,- CDCL,0,env4,6,completed,True,6,7,1.1667,10.848,1,1,0,0,0,3482,170,3652,10.827,z3,2,1,0,symbolic,1,1,0,False,0,1,1,,,,,,['Put the <toy>(34) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:31:12+0530
folbp-prompt-only,- verification,0,env4,6,completed,True,6,7,1.1667,38.07,4,4,0,0,0,13937,654,14591,38.051,none,0,0,0,none,0,0,0,False,0,4,4,,,,,,['Put the <toy>(34) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:31:09+0530
pefa,PEFA (baseline),0,env4,6,completed,True,6,7,1.1667,133.743,35,14,0,14,7,71350,1597,72947,133.707,,,,,,,,,,,,,,,,,,['Put the <toy>(34) into the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:33:29+0530
folbp,"FOLBP (full, ours)",0,env4,7,completed,True,10,10,1.0,14.002,1,1,0,0,0,3464,287,3751,13.966,z3,1,0,0,symbolic,0,0,0,True,0,1,1,,,,,,['The <quadrotor>(25) lands on the <dining table>(30) with the <water cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:31:29+0530
folbp-llm-repair,repair: LLM re-prompt,0,env4,7,completed,True,10,10,1.0,14.209,1,1,0,0,0,3464,287,3751,14.158,z3,1,0,0,llm,0,0,0,True,0,1,1,,,,,,['The <quadrotor>(25) lands on the <dining table>(30) with the <water cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:31:47+0530
folbp-naive,naive one-shot,0,env4,7,completed,True,10,10,1.0,13.579,1,1,0,0,0,3464,287,3751,13.439,shadow,1,0,0,none,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(25) lands on the <dining table>(30) with the <water cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:32:04+0530
folbp-no-cdcl,- CDCL,0,env4,7,completed,True,10,10,1.0,20.666,1,1,0,0,0,3464,287,3751,20.046,z3,2,1,0,symbolic,1,1,0,False,0,1,1,,,,,,['The <quadrotor>(25) lands on the <dining table>(30) with the <water cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:32:05+0530
folbp-prompt-only,- verification,0,env4,7,completed,True,10,10,1.0,14.214,1,1,0,0,0,3464,287,3751,14.201,none,0,0,0,none,0,0,0,False,0,1,1,,,,,,['The <quadrotor>(25) lands on the <dining table>(30) with the <water cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:31:41+0530
pefa,PEFA (baseline),0,env4,7,completed,True,10,10,1.0,173.031,50,20,0,20,10,105268,3417,108685,172.985,,,,,,,,,,,,,,,,,,['The <quadrotor>(25) lands on the <dining table>(30) with the <water cup>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:35:01+0530
folbp,"FOLBP (full, ours)",0,env4,8,completed,False,10,6,,94.37,5,5,0,0,0,18069,654,18723,94.284,z3,6,5,0,symbolic,5,1,4,True,2,6,5,,,,,,['The <quadrotor>(25) lands on the <coffee table>(31) with the <book>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:33:44+0530
folbp-llm-repair,repair: LLM re-prompt,0,env4,8,completed,False,10,6,,244.534,12,4,8,0,0,40869,1649,42518,244.45,z3,12,8,0,llm,8,4,0,True,1,5,4,,,,,,['The <quadrotor>(25) lands on the <coffee table>(31) with the <book>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:37:52+0530
folbp-naive,naive one-shot,0,env4,8,completed,False,10,6,,14.781,1,1,0,0,0,3512,234,3746,14.748,shadow,1,1,1,none,0,0,0,False,0,2,1,,,,,,['The <quadrotor>(25) lands on the <coffee table>(31) with the <book>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:35:20+0530
folbp-no-cdcl,- CDCL,0,env4,8,completed,False,10,0,,45.439,3,3,0,0,0,10536,702,11238,45.4,z3,3,3,0,symbolic,3,0,3,False,0,4,3,,,,,,['The <quadrotor>(25) lands on the <coffee table>(31) with the <book>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:35:25+0530
folbp-prompt-only,- verification,0,env4,8,completed,False,10,6,,62.106,4,4,0,0,0,13976,471,14447,62.088,none,0,0,0,none,0,0,0,False,0,5,4,,,,,,['The <quadrotor>(25) lands on the <coffee table>(31) with the <book>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:34:36+0530
pefa,PEFA (baseline),0,env4,8,completed,False,10,21,,756.876,127,58,0,49,20,316043,15157,331200,756.733,,,,,,,,,,,,,,,,,,['The <quadrotor>(25) lands on the <coffee table>(31) with the <book>(34) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:48:00+0530
folbp,"FOLBP (full, ours)",0,env4,9,completed,True,8,8,1.0,29.596,3,3,0,0,0,10317,562,10879,29.552,z3,5,2,0,symbolic,2,2,0,True,2,3,3,,,,,,['The <quadrotor>(25) lands on the <lower livingroom floor>(1) with the <tennis ball>(36) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:35:57+0530
folbp-llm-repair,repair: LLM re-prompt,0,env4,9,completed,True,8,8,1.0,47.104,5,3,2,0,0,16355,1152,17507,47.057,z3,5,2,0,llm,2,2,0,True,2,3,3,,,,,,['The <quadrotor>(25) lands on the <lower livingroom floor>(1) with the <tennis ball>(36) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:37:10+0530
folbp-naive,naive one-shot,0,env4,9,completed,False,8,1,,12.257,1,1,0,0,0,3097,207,3304,12.236,shadow,1,1,1,none,0,0,0,False,0,2,1,,,,,,['The <quadrotor>(25) lands on the <lower livingroom floor>(1) with the <tennis ball>(36) in the <basket>(29).'],17554a52792e302921bbb5e5fd3b4049e25b50d4,gemini-2.5-flash,0.0,2026-08-08T21:38:07+0530
